plateifu,iauname,objra,objdec
10489-3704,-9999,57.448929,67.889014
10489-6101,-9999,57.418721,68.367169
10489-6102,-9999,56.194842,68.453178
10489-6103,-9999,55.806779,67.918458
10489-6104,-9999,57.100883,67.770444
10489-9101,-9999,56.604557,68.114542
10489-9102,-9999,56.889842,68.097875
10490-12702,-9999,56.667229,68.164125
10490-12703,-9999,56.82522,68.160375
10490-12704,-9999,56.649674,68.062875
10490-12705,-9999,56.807665,68.059125
10490-1901,-9999,57.665758,68.070567
10490-1902,-9999,55.739921,68.084972
10490-3701,-9999,57.050938,68.441033
10490-3702,-9999,55.867567,68.274656
10490-3703,-9999,56.232562,67.787128
10490-3704,-9999,57.448929,67.889014
10490-6101,-9999,57.418721,68.367169
10490-6102,-9999,56.194842,68.453178
10490-6103,-9999,55.806779,67.918458
10490-6104,-9999,57.100883,67.770444
10490-9101,-9999,56.589603,68.117736
10490-9102,-9999,56.874888,68.101069
10491-12701,-9999,56.719893,68.115375
10491-12702,-9999,56.649674,68.167875
10491-12703,-9999,56.807665,68.164125
10491-12704,-9999,56.63212,68.066625
10491-12705,-9999,56.790111,68.062875
10491-1901,-9999,57.665758,68.070567
10491-1902,-9999,55.739921,68.084972
10491-3701,-9999,57.050938,68.441033
10491-3702,-9999,55.867567,68.274656
10491-3703,-9999,56.232562,67.787128
10491-3704,-9999,57.448929,67.889014
10491-6101,-9999,57.418721,68.367169
10491-6102,-9999,56.194842,68.453178
10491-6103,-9999,55.806779,67.918458
10491-6104,-9999,57.100883,67.770444
10491-9101,-9999,56.574649,68.120931
10491-9102,-9999,56.859935,68.104264
10492-12701,J081321.12+575108.0,123.338037496,57.852238539
10492-12702,J081615.37+573149.9,124.064089969,57.5305417333
10492-12703,J081337.39+580818.0,123.40504,58.1386
10492-12704,J081316.70+580037.9,123.322,58.01039
10492-12705,J082148.89+561723.9,125.453893616,56.2899230993
10492-1901,J081317.24+582141.6,123.321746651,58.3616274559
10492-1902,J081444.77+581647.4,123.686548781,58.2798468272
10492-3701,J080940.00+573126.9,122.414897071,57.5246917727
10492-3702,J081026.01+574508.6,122.608426505,57.7524232824
10492-3703,J081643.71+582609.7,124.182169128,58.4360546793
10492-3704,J081616.12+571001.9,124.067191853,57.1671902076
10492-6101,J081452.18+553636.9,123.717488293,55.610248053
10492-6102,J080750.53+564136.5,121.960564881,56.6934864581
10492-6103,J081153.30+575703.9,122.972980643,57.9518925517
10492-6104,J081156.42+565844.4,122.985123942,56.9790067546
10492-9101,J080733.20+562534.0,121.888906322,56.42572994
10492-9102,J081614.90+574233.5,124.062110011,57.7093321492
10493-12701,J080455.21+520414.9,121.230107529,52.070824218
10493-12702,J080730.22+511737.8,121.87594397,51.2938363047
10493-12703,J082037.68+523106.0,125.157167091,52.5183615196
10493-12704,J081512.19+515724.8,123.801,51.95655
10493-12705,J081432.21+515305.5,123.634296628,51.8848676438
10493-1901,J081553.14+514545.2,123.971469333,51.7625693845
10493-1902,J081718.55+520147.7,124.327366784,52.029915216
10493-3701,J081125.02+523149.4,122.854276586,52.5303806741
10493-3702,J081030.75+530020.0,122.628173694,53.0055708528
10493-3703,J081346.23+525155.5,123.442645039,52.8654606206
10493-3704,J082403.68+515415.5,126.015363581,51.9043309231
10493-6101,J080721.47+515456.4,121.839452201,51.9156860618
10493-6102,J081014.44+515221.1,122.560230731,51.8725480581
10493-6103,J081343.61+525738.1,123.431728264,52.9606166229
10493-6104,J081811.08+522708.7,124.546178511,52.4524343005
10493-9101,J080713.78+510917.2,121.807476863,51.1547899704
10493-9102,J080924.77+522845.7,122.353247822,52.4793907969
10494-12701,J082526.02+535808.1,126.358455793,53.9689342469
10494-12702,J081803.86+543708.4,124.516048563,54.61908305
10494-12703,J081435.49+550840.0,123.648009414,55.1443120905
10494-12704,J082133.17+550907.0,125.388260894,55.1519680813
10494-12705,J082431.85+545113.9,126.132757726,54.853889824
10494-1901,J081451.67+550537.6,123.71533674,55.0938054648
10494-1902,J081309.14+543814.7,123.288183201,54.6374161301
10494-3701,J082443.00+541327.2,126.179179705,54.2242363566
10494-3702,J081326.75+551334.9,123.361510012,55.2263795045
10494-3703,J081630.75+551751.5,124.12820127,55.2976316461
10494-3704,J082523.98+545021.5,126.349894378,54.8392990909
10494-6101,J081301.25+543116.2,123.255280115,54.5211784944
10494-6102,J081941.77+543738.2,124.924098232,54.6272766082
10494-6103,J081840.05+552616.8,124.666914025,55.437998958
10494-6104,J082100.86+551200.6,125.253570622,55.2002119839
10494-9101,J081604.18+552340.3,124.017452682,55.3945436861
10494-9102,J081721.40+552025.8,124.339174229,55.3405265396
10495-12701,J081552.15+464142.6,123.967317732,46.6951874734
10495-12702,J082042.70+471918.2,125.177974875,47.321728197
10495-12703,J082308.71+483709.9,125.786334999,48.6194340881
10495-12704,J081705.39+481843.4,124.272419897,48.312047545
10495-12705,J082544.57+474703.2,126.435741189,47.7842618758
10495-1901,J081236.91+481054.4,123.153847541,48.1818124916
10495-1902,J081810.03+472123.1,124.541864559,47.3564477818
10495-3701,J082016.66+465221.6,125.069472444,46.872648741
10495-3702,J081249.97+472633.6,123.208230955,47.4426484048
10495-3703,J082109.00+471638.5,125.287570599,47.2773820655
10495-3704,J082505.71+470915.8,126.273855021,47.1543864972
10495-6101,J081843.53+470257.1,124.681368815,47.0492168183
10495-6102,J082009.30+471126.2,125.038784864,47.1906485842
10495-6103,J081413.33+480817.4,123.555574453,48.1381757363
10495-6104,J082022.14+471339.1,125.092317444,47.2275658799
10495-9101,J081225.68+473233.3,123.106993469,47.5425831348
10495-9102,J082351.19+465942.6,125.963282432,46.9951697594
10496-12701,J081841.32+400810.7,124.672202647,40.1362967073
10496-12702,J081512.45+411252.8,123.801912144,41.2146716573
10496-12703,J081747.38+415858.2,124.448303599,41.9828522195
10496-12704,J082150.35+415235.8,125.4594,41.876266
10496-12705,J081652.81+414354.5,124.220085992,41.7318089828
10496-1901,J082055.93+410803.6,125.233090842,41.1343286135
10496-1902,J082635.73+410505.9,126.648895962,41.0849826648
10496-3701,J081919.77+413045.6,124.832414972,41.5126774791
10496-3702,J081619.54+414258.4,124.081460465,41.7162393192
10496-3703,J082206.62+413032.7,125.527645553,41.5090793057
10496-3704,J082717.10+410314.1,126.821278181,41.0539307444
10496-6101,J082109.46+394154.0,125.28949893,39.6983789266
10496-6102,J081224.39+404437.4,123.1017,40.74327
10496-6103,J081507.81+410558.4,123.782607871,41.0995597522
10496-6104,J082600.57+405852.0,126.502393896,40.9811149677
10496-9101,J081338.90+412154.1,123.412080564,41.3650343423
10496-9102,J082014.19+404000.4,125.059232699,40.6668030187
10497-12701,J080212.52+170437.2,120.552154912,17.0770126535
10497-12702,J080624.94+172503.7,121.603963221,17.4176863151
10497-12703,J080918.90+182415.8,122.328820666,18.4044035397
10497-12704,J080708.55+180806.9,121.785677653,18.1352579577
10497-12705,J081020.37+171925.2,122.584892059,17.3236659723
10497-1901,J080229.92+171705.0,120.624689523,17.2847333146
10497-1902,J080407.62+164908.1,121.031796067,16.8189101394
10497-3701,J080202.22+170226.6,120.509273694,17.0407292337
10497-3702,J080613.59+174225.9,121.556031306,17.7065695158
10497-3703,J080655.97+181321.3,121.733213717,18.2226071136
10497-3704,J080619.13+173541.0,121.579814334,17.5949376008
10497-6101,J075957.88+175052.2,119.991192222,17.8478429307
10497-6102,J080256.22+172640.6,120.734295412,17.4446093878
10497-6103,J080601.25+180239.0,121.50481,18.0446
10497-6104,J080701.88+172238.3,121.757862988,17.377321327
10497-9101,J080507.48+165647.0,121.281217231,16.9463967838
10497-9102,J081004.09+171606.9,122.516968896,17.2685486855
10498-12701,J084122.66+260321.1,130.344592968,26.0558038456
10498-12702,J084510.23+255741.7,131.292796969,25.9615954263
10498-12703,J084609.16+275818.5,131.538189994,27.9718175611
10498-12704,J084706.98+275225.0,131.779074365,27.8736050542
10498-12705,J084740.19+255336.9,131.91742988,25.8935181005
10498-1901,-9999,131.778791667,28.2381666667
10498-1902,J084116.81+273933.5,130.320095018,27.6593145248
10498-3701,J084252.17+253833.7,130.717401412,25.6426974315
10498-3702,J084036.20+275235.5,130.15087223,27.8765302312
10498-3703,J084113.80+275428.0,130.307516597,27.9077931283
10498-3704,J084205.25+260011.8,130.52191634,26.0032951287
10498-6101,J083859.30+260813.0,129.747018952,26.1369907096
10498-6102,J084140.57+254827.9,130.419072839,25.8077692717
10498-6103,J084454.21+274311.9,131.224975242,27.7189998538
10498-6104,J084523.43+274921.8,131.347630209,27.8227390348
10498-9101,J084532.90+261920.0,131.388044838,26.3229108889
10498-9102,J084500.80+274720.7,131.253369695,27.789092888
10499-12701,J084516.29+274922.9,131.316486298,27.8237705482
10499-12702,J084632.45+293555.3,131.635231215,29.598723238
10499-12703,J085404.53+290312.7,133.518891903,29.053541333
10499-12704,J085246.74+285528.8,133.194773314,28.9246728351
10499-12705,J085100.63+291043.5,132.75026555,29.1819477423
10499-1901,J084341.27+283723.0,130.92217926,28.6230365601
10499-1902,J084927.19+293111.8,132.363315088,29.5199725497
10499-3701,J084649.19+281016.7,131.704957687,28.171321961
10499-3702,J084709.00+294656.3,131.7875648,29.7822905787
10499-3703,J084733.99+294422.0,131.891694458,29.7394833513
10499-3704,J085148.61+291646.1,132.952546253,29.2795096001
10499-6101,J084512.47+291822.4,131.301983738,29.3062359704
10499-6102,J084810.45+292928.9,132.043573752,29.4913800312
10499-6103,J084640.22+295159.6,131.667639677,29.8665472166
10499-6104,J085206.99+285013.0,133.029478706,28.836791388
10499-9101,J084628.38+300733.7,131.618258599,30.1260238321
10499-9102,J084650.20+282501.9,131.709178102,28.4172240721
10500-12701,J090032.45+315116.7,135.135252659,31.8546141274
10500-12702,J090843.72+305328.8,137.18220229,30.8913341778
10500-12703,J090838.45+323534.6,137.160232544,32.5929527283
10500-12704,J090505.74+323720.6,136.273978462,32.6223799199
10500-12705,J090853.56+321510.8,137.223188476,32.2530361675
10500-1901,J090901.02+321658.9,137.254288396,32.2830609227
10500-1902,J090519.03+311116.6,136.329300358,31.1879508847
10500-3701,J090829.73+302646.1,137.123136732,30.4442362163
10500-3702,J090100.07+310526.4,135.250302834,31.0906963419
10500-3703,J090633.30+311123.8,136.638779932,31.1899702229
10500-3704,J090647.01+300716.6,136.695913625,30.1213070348
10500-6101,J085934.05+305502.4,134.891919348,30.9173760946
10500-6102,J090056.09+310829.1,135.233760471,31.141427444
10500-6103,J090246.74+324630.3,135.694804542,32.7751067114
10500-6104,J091004.26+313818.7,137.517781358,31.6385345992
10500-9101,J090151.24+323723.6,135.463503293,32.6232185749
10500-9102,J090615.94+300313.9,136.566433745,30.0538638655
10501-12701,J084719.50+311054.3,131.831279784,31.1817694003
10501-12702,J085001.50+302751.0,132.50773,30.46509
10501-12703,J085353.30+321924.0,133.472084382,32.3234951157
10501-12704,J085611.70+310759.9,134.04909,31.13202
10501-12705,J085515.46+301023.5,133.81502,30.17275
10501-1901,J085038.81+301031.2,132.661769501,30.1753550033
10501-1902,J085819.50+310719.5,134.581291082,31.1220886599
10501-3701,J085028.26+315522.0,132.617773996,31.9227775286
10501-3702,J085156.38+321925.4,132.984954253,32.3237442366
10501-3703,J085618.46+320822.7,134.076923727,32.1396679964
10501-3704,J085857.84+310254.9,134.741027883,31.0486329529
10501-6101,J085208.26+294137.2,133.034451573,29.6936802776
10501-6102,J085822.03+301959.7,134.591835176,30.3332563579
10501-6103,J084711.81+310900.1,131.799213683,31.1500771028
10501-6104,J090010.26+302316.6,135.042768502,30.3879673342
10501-9101,J085139.61+304903.3,132.915014479,30.8176195587
10501-9102,J085617.00+304102.9,134.071654521,30.6842871612
10502-12701,J084245.42+292359.7,130.689313997,29.3999745195
10502-12702,J083805.36+304435.4,129.522360354,30.7431893571
10502-12703,J084124.07+304216.4,130.35032109,30.704596391
10502-12704,J084135.33+300615.4,130.397244212,30.1042879902
10502-12705,J084654.34+295303.0,131.726442305,29.8841845988
10502-1901,J083532.90+303155.9,128.88773883,30.5342859223
10502-1902,J083839.56+291127.9,129.664878443,29.1910728368
10502-3701,J083601.50+301559.0,129.006286353,30.2664131455
10502-3702,J083748.65+294656.2,129.452756852,29.7822801768
10502-3703,J083813.68+303328.5,129.557033588,30.557926553
10502-3704,J084403.00+310808.0,131.012528298,31.1355790596
10502-6101,J083931.43+290914.1,129.880958911,29.1539338336
10502-6102,J084038.25+301007.4,130.159410362,30.1687378296
10502-6103,J084206.24+304912.1,130.526005689,30.8200517243
10502-6104,J084236.71+302933.1,130.652997759,30.4925027956
10502-9101,J084037.20+303942.9,130.155042426,30.6619408267
10502-9102,J084427.04+303812.6,131.112683046,30.6368488193
10503-12701,J103542.24+053657.5,158.92625,5.61596
10503-12702,J103807.09+045339.6,159.529601439,4.89434523822
10503-12703,J104054.89+055930.9,160.228870157,5.99188959885
10503-12704,J103733.13+053742.9,159.388140747,5.62861946749
10503-12705,J103907.35+051224.7,159.777613019,5.20977271614
10503-1901,J103723.30+052618.6,159.347124818,5.43852867885
10503-1902,J103851.70+054012.3,159.715467649,5.67009532172
10503-3701,J103645.97+053316.0,159.191568719,5.55445097147
10503-3702,J103632.67+053324.4,159.136150602,5.55676086143
10503-3703,J104004.95+052748.1,160.02053,5.46299
10503-3704,J104017.73+052133.0,160.073915951,5.35919758465
10503-6101,J104147.59+045918.2,160.448323626,4.98838463578
10503-6102,J104040.82+051140.1,160.170142369,5.19446407546
10503-6103,J104002.87+054107.1,160.011996046,5.68531316197
10503-6104,J104229.80+050500.2,160.624198661,5.08341979677
10503-9101,J103938.96+051031.3,159.911353877,5.17571483446
10503-9102,J103929.71+054743.4,159.873811674,5.79539516713
10504-12701,J092145.90+331831.9,140.442994624,33.311152222
10504-12702,J091658.17+344002.5,139.242408147,34.6673709796
10504-12703,J092841.48+351016.5,142.172723745,35.1711149762
10504-12704,J092346.58+352900.2,140.944129258,35.483400571
10504-12705,J091942.97+334839.5,139.929094807,33.8110097873
10504-1901,J091842.79+335634.9,139.67831082,33.9430635442
10504-1902,J091724.24+344027.7,139.35101715,34.6743750684
10504-3701,J091844.49+334352.2,139.685412592,33.731179621
10504-3702,J092209.14+335403.0,140.538152909,33.9008709164
10504-3703,J092716.03+342537.8,141.816811969,34.4272257572
10504-3704,J091934.83+335317.1,139.895143044,33.8880918144
10504-6101,J091922.15+333612.2,139.842334457,33.6034325119
10504-6102,J091946.69+334306.0,139.940148373,33.7200831799
10504-6103,J092058.32+345144.1,140.243037252,34.8622843992
10504-6104,J092619.42+350552.1,141.58094013,35.0977875591
10504-9101,J091927.32+334727.3,139.863835136,33.790894966
10504-9102,J091756.23+343033.5,139.484314392,34.5093229347
10505-12701,J091458.19+324722.3,138.742506511,32.7895428219
10505-12702,J092101.17+330736.0,140.254934107,33.1266639802
10505-12703,J092121.18+334128.6,140.338303755,33.6913230263
10505-12704,J091903.52+332334.0,139.764735719,33.3927993748
10505-12705,J092157.82+330022.9,140.490953661,33.0063678594
10505-1901,J091607.79+325331.8,139.032468072,32.8921736022
10505-1902,J092322.92+330034.7,140.845540619,33.0096632723
10505-3701,J091733.08+330825.4,139.387878713,33.1404150861
10505-3702,J091858.61+340801.4,139.744263485,34.1337528421
10505-3703,J091735.67+333913.7,139.398625606,33.6538331262
10505-3704,J091902.53+334142.6,139.760590695,33.6952085624
10505-6101,J091746.73+322805.8,139.44474563,32.4682850091
10505-6102,J091946.79+334459.0,139.945261377,33.7497574966
10505-6103,J091611.95+341102.5,139.049813433,34.1840568055
10505-6104,J092254.64+330831.3,140.727721732,33.1420123614
10505-9101,J091758.52+323847.9,139.493862242,32.6466511919
10505-9102,J091905.68+335548.2,139.773678218,33.9300709859
10506-12701,J091339.09+343411.9,138.412900123,34.5699546428
10506-12702,J091756.00+343032.0,139.48427,34.50929
10506-12703,J092205.19+352529.9,140.52167475,35.425001529
10506-12704,J091633.06+350940.5,139.137845221,35.1612821691
10506-12705,J091852.59+343056.5,139.719135496,34.5157623756
10506-1901,J091817.27+340937.9,139.572004562,34.1605505581
10506-1902,J092046.99+334046.9,140.200244771,33.6796906424
10506-3701,J091843.96+342241.9,139.68319157,34.3783079587
10506-3702,J091832.57+350006.1,139.635710549,35.0017126398
10506-3703,J092023.37+351429.3,140.097594825,35.2415446686
10506-3704,J091855.28+340204.7,139.730380859,34.0346570561
10506-6101,J091835.22+335204.6,139.646760758,33.8680022735
10506-6102,J091640.85+342651.2,139.170274836,34.4476237339
10506-6103,J091859.46+345143.8,139.747776878,34.8622083028
10506-6104,J091900.49+350336.3,139.752061147,35.060122038
10506-9101,J091345.39+345014.3,138.439157382,34.8373372527
10506-9102,J091840.44+344051.0,139.668605439,34.680832064
10507-12701,J114218.44+492001.2,175.576863407,49.3336595363
10507-12702,J114437.46+472314.4,176.156100873,47.3873494785
10507-12703,J115242.50+485905.9,178.17795,48.98408
10507-12704,J115146.09+482827.0,177.942740193,48.4752389198
10507-12705,J114247.38+484911.2,175.697423482,48.8197855859
10507-1901,J114714.68+491106.9,176.811177026,49.1852575817
10507-1902,-9999,176.525541667,47.4820555556
10507-3701,J113851.46+480515.7,174.714344313,48.087648304
10507-3702,J114349.43+473140.5,175.95596285,47.5279470924
10507-3703,J114935.17+474952.3,177.396591297,47.8312219274
10507-3704,J114950.92+472640.8,177.46221206,47.4446862742
10507-6101,J113821.14+472614.4,174.588123583,47.4373649095
10507-6102,J114733.89+474148.9,176.891257481,47.6969124951
10507-6103,J114725.94+490818.6,176.858100105,49.1384939324
10507-6104,J114509.26+494307.6,176.288580951,49.7187540186
10507-9101,J114518.08+493413.5,176.325380982,49.5704404009
10507-9102,J115229.24+482732.0,178.121855495,48.4589210594
10508-12701,J120806.61+522020.9,182.027687739,52.3391185232
10508-12702,J121131.38+515148.5,182.880864787,51.8634562239
10508-12703,J121836.48+512452.9,184.652029473,51.4147324232
10508-12704,J121532.15+515447.1,183.883908009,51.9130382422
10508-12705,J121929.14+514633.2,184.871439931,51.7759257611
10508-1901,J121119.16+503516.7,182.829852384,50.5880078324
10508-1902,J120355.36+505221.7,180.980700649,50.8727225612
10508-3701,J120919.00+505613.3,182.32913011,50.9370778723
10508-3703,J121248.98+525411.8,183.204134464,52.9033000181
10508-3704,J120905.52+512501.2,182.273026767,51.417038812
10508-6101,J121329.27+504429.3,183.371989926,50.7415293109
10508-6102,J120528.38+512847.8,181.36829764,51.4799396339
10508-6103,J121303.34+513854.9,183.263994977,51.6485972672
10508-6104,J121418.16+525628.6,183.575710733,52.9413010253
10508-9101,J120328.36+514256.0,180.868184509,51.7155799645
10508-9102,J121333.12+521804.3,183.38826,52.30109
10509-12701,J111123.36+472156.8,167.847347825,47.3658048887
10509-12702,J110832.06+472010.6,167.133630157,47.3363337264
